,Volcano Name,Country,Region,Latitude,Longitude,Elevation,Primary Volcano Type,Status
0,Abu,Japan,Honshu-Japan,34.5,131.6,571.0,Shield volcano,Holocene
1,Acamarachi,Chile,Chile-N,-23.3,-67.62,6046.0,Stratovolcano,Holocene
2,Acatenango,Guatemala,Guatemala,14.501,-90.876,3976.0,Stratovolcano,Historical
3,Acigol-Nevsehir,Turkey,Turkey,38.57,34.52,1689.0,Maar,Holocene
4,Adams,United States,US-Washington,46.206,-121.49,3742.0,Stratovolcano,Tephrochronology
5,Adatara,Japan,Honshu-Japan,37.62,140.28,1718.0,Stratovolcano,Historical
6,Adwa,Ethiopia,Africa-NE,10.07,40.84,1733.0,Stratovolcano,Holocene
7,Afdera,Ethiopia,Africa-NE,13.08,40.85,1295.0,Stratovolcano,Holocene
8,Agmagan-Karadag,Armenia,Armenia,40.275,44.75,3560.0,Volcanic field,Holocene
9,Agrigan,United States,Mariana Is-C Pacific,18.77,145.67,965.0,Stratovolcano,Historical
10,Agua,Guatemala,Guatemala,14.465,-90.743,3760.0,Stratovolcano,Holocene
11,Agua de Pau,Portugal,Azores,37.77,-25.47,947.0,Stratovolcano,Historical
12,Aguilera,Chile,Chile-S,-50.17,-73.83,0.0,Stratovolcano,Radiocarbon
13,Agung,Indonesia,Lesser Sunda Is,-8.342,115.508,3142.0,Stratovolcano,Historical
14,Ahyi,United States,Mariana Is-C Pacific,20.42,145.03,-137.0,Submarine volcano,Uncertain
15,Akademia Nauk,Russia,Kamchatka,53.98,159.45,1180.0,Stratovolcano,Historical
17,Akagi,Japan,Honshu-Japan,36.53,139.18,1828.0,Stratovolcano,Historical
18,Akan,Japan,Hokkaido-Japan,43.38,144.02,1499.0,Caldera,Historical
19,Akhtang,Russia,Kamchatka,55.43,158.65,1956.0,Shield volcano,Holocene
20,Akita-Komaga-take,Japan,Honshu-Japan,39.75,140.8,1637.0,Stratovolcano,Historical
21,Akita-Yake-yama,Japan,Honshu-Japan,39.97,140.77,1366.0,Complex volcano,Historical
22,Akuseki-jima,Japan,Ryukyu Is,29.45,129.6,586.0,Stratovolcano,Holocene
24,Akutan,United States,Aleutian Is,54.13,-165.97,1303.0,Stratovolcano,Historical
25,Alaid,Russia,Kuril Is,50.858000000000004,155.55,2339.0,Stratovolcano,Historical
26,Alamagan,United States,Mariana Is-C Pacific,17.6,145.83,744.0,Stratovolcano,Radiocarbon
27,Alayta,Ethiopia,Africa-NE,12.88,40.57,1501.0,Shield volcano,Historical
28,"Albano, Monte",Italy,Italy,41.73,12.7,949.0,Caldera,Holocene
29,"Alcedo, Volcan",Ecuador,Galapagos,-0.43,-91.12,1130.0,Shield volcano,Historical
30,Ale Bagu,Ethiopia,Africa-NE,13.52,40.63,1031.0,Stratovolcano,Holocene
31,Alid,Eritrea,Africa-NE,14.88,39.92,904.0,Stratovolcano,Holocene
32,Alligator Lake,Canada,Canada,60.42,-135.42,2217.0,Volcanic field,Holocene
33,Almolonga,Guatemala,Guatemala,14.82,-91.48,3197.0,Stratovolcano,Historical
34,Alney-Chashakondzha,Russia,Kamchatka,56.7,159.65,2598.0,Stratovolcano,Holocene
35,Alngey,Russia,Kamchatka,57.7,160.4,1853.0,Stratovolcano,Holocene
36,Alu,Ethiopia,Africa-NE,13.82,40.55,429.0,Fissure vent,Holocene
37,Alutu,Ethiopia,Africa-NE,7.77,38.78,2335.0,Stratovolcano,Holocene
38,Amak,United States,Aleutian Is,55.42,-163.15,513.0,Stratovolcano,Historical
39,Amasing,Indonesia,Halmahera-Indonesia,-0.55,127.5,1030.0,Stratovolcano,Holocene
40,Ambalatungan Group,Philippines,Luzon-Philippines,17.32,121.1,2329.0,Compound volcano,Fumarolic
41,Ambang,Indonesia,Sulawesi-Indonesia,0.75,124.42,1795.0,Complex volcano,Historical
42,Ambitle,Papua New Guinea,New Ireland-SW Pacif,-4.08,153.65,450.0,Stratovolcano,Radiocarbon
43,Amboy,United States,US-California,34.55,-115.78,288.0,Cinder cone,Holocene
44,Ambre-Bobaomby,Madagascar,Madagascar,-12.48,49.1,1475.0,Volcanic field,Holocene
45,Ambrym,Vanuatu,Vanuatu-SW Pacific,-16.25,168.12,1334.0,Pyroclastic shield,Historical
46,Amorong,Philippines,Luzon-Philippines,15.828,120.805,376.0,Unknown,Fumarolic
47,Amsterdam Island,Indian Ocean,Indian O-S,-37.83,77.52,881.0,Stratovolcano,Holocene
48,Amukta,United States,Aleutian Is,52.5,-171.25,1066.0,Stratovolcano,Historical
49,Anatahan,United States,Mariana Is-C Pacific,16.35,145.67,788.0,Stratovolcano,Holocene
50,Anaun,Russia,Kamchatka,56.32,158.83,1828.0,Stratovolcano,Holocene
51,Andahua Valley,Peru,Peru,-15.42,-72.33,4713.0,Cinder cone,Holocene
52,Andrus,Antarctica,Antarctica,-75.8,-132.33,2978.0,Shield volcano,Holocene
53,Aneityum,Vanuatu,Vanuatu-SW Pacific,-20.2,169.83,852.0,Stratovolcano,Holocene
54,Aniakchak,United States,Alaska Peninsula,56.88,-158.17,1341.0,Caldera,Historical
55,Ankaizina Field,Madagascar,Madagascar,-14.3,48.67,2878.0,Cinder cone,Holocene
56,Ankaratra Field,Madagascar,Madagascar,-19.4,47.2,2644.0,Cinder cone,Holocene
57,Antillanca Group,Chile,Chile-C,-40.771,-72.153,1990.0,Stratovolcano,Holocene
58,Antipodes Island,New Zealand,Pacific-S,-49.683,178.767,402.0,Pyroclastic cones,Holocene?
59,Antisana,Ecuador,Ecuador,-0.48100000000000004,-78.141,5753.0,Stratovolcano,Historical
60,Antofagasta de la Sierra,Argentina,Argentina,-26.083000000000002,-67.5,4000.0,Scoria cones,Holocene
62,Antofalla,Argentina,Argentina,-25.53,-68.0,6100.0,Stratovolcano,Holocene
63,Antuco,Chile,Chile-C,-37.406,-71.34899999999999,2979.0,Stratovolcano,Historical
64,Aoba,Vanuatu,Vanuatu-SW Pacific,-15.4,167.83,1496.0,Shield volcano,Historical
65,Aoga-shima,Japan,Izu Is-Japan,32.45,139.77,423.0,Stratovolcano,Historical
66,Apaneca Range,El Salvador,El Salvador,13.890999999999998,-89.786,2036.0,Stratovolcano,Holocene
67,Apastepeque Field,El Salvador,El Salvador,13.72,-88.77,700.0,Volcanic field,Holocene
68,Apo,Philippines,Mindanao-Philippines,6.987,125.273,2954.0,Stratovolcano,Fumarolic
69,Apoyeque,Nicaragua,Nicaragua,12.242,-86.34200000000001,518.0,Pyroclastic shield,Radiocarbon
70,Aracar,Argentina,Argentina,-24.27,-67.77,6082.0,Stratovolcano,Historical
72,Aragats,Armenia,Armenia,40.55,44.12,4090.0,Stratovolcano,Holocene
73,"Aramuaca, Laguna",El Salvador,El Salvador,13.427999999999999,-88.105,180.0,Maar,Holocene
74,Ararat,Turkey,Turkey,39.7,44.28,5165.0,Stratovolcano,Holocene
75,Arayat,Philippines,Luzon-Philippines,15.2,120.742,1026.0,Stratovolcano,Holocene
76,Ardoukoba,Djibouti,Africa-NE,11.58,42.47,298.0,Fissure vent,Historical
77,Arenal,Costa Rica,Costa Rica,10.463,-84.70299999999999,1657.0,Stratovolcano,Historical
78,Arenales,Chile,Chile-S,-47.2,-73.483,3437.0,Stratovolcano,Historical
79,"Arhab, Harra of",Yemen,Arabia-S,15.63,44.08,3100.0,Volcanic field,Historical
80,Arjuno-Welirang,Indonesia,Java,-7.725,112.58,3339.0,Stratovolcano,Historical
81,Arshan,China,China-E,47.5,120.7,,Cinder cones,Radiocarbon
82,Asama,Japan,Honshu-Japan,36.4,138.53,2560.0,Complex volcano,Historical
83,Asavyo,Ethiopia,Africa-NE,13.07,41.6,1200.0,Shield volcano,Holocene
84,Ascension,Atlantic Ocean,Atlantic-S,-7.95,-14.37,858.0,Stratovolcano,Holocene
85,Askja,Iceland,Iceland-NE,65.03,-16.75,1516.0,Stratovolcano,Historical
86,Aso,Japan,Kyushu-Japan,32.88,131.1,1592.0,Caldera,Historical
87,Assab Volc Field,Eritrea,Africa-NE,12.95,42.43,987.0,Volcanic field,Holocene
88,Asuncion,United States,Mariana Is-C Pacific,19.67,145.4,857.0,Stratovolcano,Historical
89,Atacazo,Ecuador,Ecuador,-0.353,-78.617,4463.0,Stratovolcano,Radiocarbon
90,Atakor Volc Field,Algeria,Africa-N,23.333000000000002,5.832999999999999,2918.0,Scoria cones,Holocene
91,Atitlan,Guatemala,Guatemala,14.583,-91.186,3535.0,Stratovolcano,Historical
92,Atka,United States,Aleutian Is,52.38,-174.15,1533.0,Stratovolcano,Historical
93,Atlasova,Russia,Kamchatka,57.97,160.65,1764.0,Shield volcano,Holocene
94,"Atlixcos, Cerro Los",Mexico,Mexico,19.809,-96.52600000000001,800.0,Shield volcano,Holocene
95,Atsonupuri,Russia,Kuril Is,44.803999999999995,147.13,1205.0,Stratovolcano,Historical
96,"Atuel, Caldera del",Argentina,Argentina,-34.65,-70.05,5189.0,Caldera,Holocene
97,Auckland Field,New Zealand,New Zealand,-36.9,174.87,260.0,Volcanic field,Radiocarbon
98,Augustine,United States,Alaska-SW,59.37,-153.42,1252.0,Lava dome,Historical
99,Avachinsky,Russia,Kamchatka,53.255,158.83,2741.0,Stratovolcano,Historical
100,Awu,Indonesia,Sangihe Is-Indonesia,3.67,125.5,1320.0,Stratovolcano,Historical
101,Axial Seamount,Pacific Ocean,Pacific-NE,45.95,-130.0,-1500.0,Submarine volcano,Historical
102,Ayelu,Ethiopia,Africa-NE,10.082,40.702,2145.0,Stratovolcano,Holocene
103,"Azufral, Volcan",Colombia,Colombia,1.08,-77.68,4070.0,Stratovolcano,Radiocarbon
104,"Azul, Cerro",Ecuador,Galapagos,-0.9,-91.42,1690.0,Shield volcano,Historical
105,"Azul, Cerro [Quizapu]",Chile,Chile-C,-35.653,-70.76100000000001,3788.0,Stratovolcano,Historical
106,"Azul, Volcan",Nicaragua,Nicaragua,12.53,-83.87,201.0,Cinder cone,Holocene
107,Azuma,Japan,Honshu-Japan,37.73,140.25,2024.0,Stratovolcano,Historical
108,Babuyan Claro,Philippines,Luzon-N of,19.523,121.94,1180.0,Stratovolcano,Historical
109,Bachelor,United States,US-Oregon,43.979,-121.68799999999999,2763.0,Stratovolcano,Tephrochronology
110,Bagana,Papua New Guinea,Bougainville-SW Paci,-6.14,155.195,1750.0,Lava cone,Historical
111,Bakenin,Russia,Kamchatka,53.905,158.07,2278.0,Stratovolcano,Tephrochronology
112,Baker,United States,US-Washington,48.786,-121.82,3285.0,Stratovolcano,Historical
113,"Bal Haf, Harra of",Yemen,Arabia-S,14.05,48.33,233.0,Volcanic field,Holocene
114,Balatocan,Philippines,Mindanao-Philippines,8.8,124.92,2450.0,Compound volcano,Fumarolic
115,Balbi,Papua New Guinea,Bougainville-SW Paci,-5.83,154.98,2715.0,Stratovolcano,Holocene
116,Bald Knoll,United States,US-Utah,37.328,-112.40799999999999,2135.0,Cinder cone,Holocene
117,Baluan,United States,Admiralty Is-SW Paci,-2.57,147.28,254.0,Stratovolcano,Holocene
118,Baluran,Indonesia,Java,-7.85,114.37,1247.0,Stratovolcano,Holocene
119,Balut,Philippines,Mindanao-Philippines,5.4,125.375,852.0,Stratovolcano,Holocene
120,Bam,Papua New Guinea,New Guinea-NE of,-3.6,144.85,685.0,Stratovolcano,Historical
121,Bamus,Papua New Guinea,New Britain-SW Pac,-5.2,151.23,2248.0,Stratovolcano,Anthropology
122,Banahao,Philippines,Luzon-Philippines,14.07,121.48,2158.0,Complex volcano,Holocene
123,Banda Api,Pacific Ocean,Banda Sea,-4.525,129.871,640.0,Caldera,Historical
124,Bandai,Japan,Honshu-Japan,37.6,140.08,1819.0,Stratovolcano,Historical
125,Banua Wuhu,Indonesia,Sangihe Is-Indonesia,3.138,125.491,-5.0,Submarine volcano,Historical
126,Baransky,Russia,Kuril Is,45.1,148.02,1132.0,Stratovolcano,Historical
127,Barcena,Mexico,Mexico-Is,19.3,-110.82,332.0,Cinder cone,Historical
128,Bardarbunga,Iceland,Iceland-NE,64.63,-17.53,2000.0,Stratovolcano,Historical
129,Barkhatnaya Sopka,Russia,Kamchatka,52.823,158.27,870.0,Lava dome,Tephrochronology
130,Barren Island,India,Andaman Is-Indian O,12.292,93.875,354.0,Stratovolcano,Historical
131,"Barrier, The",Kenya,Africa-E,2.32,36.57,1032.0,Shield volcano,Historical
132,Baru,Panama,Panama,8.8,-82.55799999999999,3477.0,Complex volcano,Historical
133,Barva,Costa Rica,Costa Rica,10.135,-84.1,2906.0,Complex volcano,Tephrochronology
134,Bas Dong Nai,Vietnam,SE Asia,10.8,107.2,392.0,Volcanic field,Holocene
135,Batur,Indonesia,Lesser Sunda Is,-8.242,115.375,1717.0,Caldera,Historical
136,"Bayo, Cerro",Argentina,Chile-N,-25.42,-68.58,5401.0,Complex volcano,Holocene
137,Bayonnaise Rocks,Japan,Izu Is-Japan,31.92,139.92,10.0,Submarine volcano,Historical
138,Bayuda Volc Field,Sudan,Africa-N,18.33,32.75,0.0,Cinder cone,Radiocarbon
139,Bazman,Iran,Iran,28.07,60.0,3490.0,Stratovolcano,Fumarolic
140,Behm Canal-Rudyerd Bay,United States,Alaska-SE,55.32,-131.05,500.0,Cinder cone,Holocene
141,Belenkaya,Russia,Kamchatka,51.75,157.27,892.0,Stratovolcano,Holocene
142,Belirang-Beriti,Indonesia,Sumatra,-2.82,102.18,1958.0,Compound volcano,Fumarolic
143,Belknap,United States,US-Oregon,44.285,-121.84100000000001,2095.0,Shield volcano,Radiocarbon
144,Bely,Russia,Kamchatka,57.88,160.53,2080.0,Shield volcano,Holocene
145,Berlin,Antarctica,Antarctica,-76.05,-136.0,3478.0,Shield volcano,Fumarolic
146,Beru,Ethiopia,Africa-NE,8.95,39.75,1100.0,Volcanic field,Holocene
147,Berutarube,Russia,Kuril Is,44.47,146.93,1220.0,Stratovolcano,Holocene
148,Besar,Indonesia,Sumatra,-4.43,103.67,1899.0,Stratovolcano,Historical
149,Bezymianny,Russia,Kamchatka,55.978,160.58700000000002,2882.0,Stratovolcano,Historical
150,Bibinoi,Indonesia,Halmahera-Indonesia,-0.78,127.72,900.0,Stratovolcano,Holocene
151,Big Cave,United States,US-California,40.955,-121.365,1259.0,Shield volcano,Holocene
152,Bilate River Field,Ethiopia,Africa-NE,7.07,38.1,1700.0,Maar,Holocene
153,Biliran,Philippines,Philippines-C,11.523,124.53399999999999,1187.0,Compound volcano,Historical
154,Billy Mitchell,Papua New Guinea,Bougainville-SW Paci,-6.0920000000000005,155.225,1544.0,Pyroclastic shield,Radiocarbon
155,Bir Borhut,Yemen,Arabia-S,15.55,50.63,0.0,Volcanic field,Holocene
156,"Birk, Harrat al",Saudi Arabia,Arabia-W,18.367,41.633,381.0,Volcanic field,Holocene
157,Bishoftu Volc Field,Ethiopia,Africa-NE,8.78,38.98,1850.0,Fissure vent,Holocene
158,Biu Plateau,Nigeria,Africa-W,10.75,12.0,0.0,Volcanic field,Holocene
159,Black Peak,United States,Alaska Peninsula,56.53,-158.8,1032.0,Stratovolcano,Radiocarbon
160,Black Rock Desert,United States,US-Utah,38.97,-112.5,1800.0,Volcanic field,Radiocarbon
161,"Blanca, Loma",Chile,Chile-C,-36.286,-71.009,2268.0,Stratovolcano,Holocene
162,Bliznets,Russia,Kamchatka,56.97,159.78,1244.0,Stratovolcano,Holocene
163,Bliznetsy,Russia,Kamchatka,57.35,161.36700000000002,265.0,Lava cone,Radiocarbon
164,Blue Lake Crater,United States,US-Oregon,44.42,-121.77,1230.0,Maar,Radiocarbon
165,Blup Blup,Papua New Guinea,New Guinea-NE of,-3.508,144.62,402.0,Stratovolcano,Holocene
166,Bobrof,United States,Aleutian Is,51.9,-177.43,738.0,Stratovolcano,Holocene
167,Bogatyr Ridge,Russia,Kuril Is,44.83,147.37,1634.0,Stratovolcano,Holocene
168,Bogoslof,United States,Aleutian Is,53.93,-168.03,101.0,Submarine volcano,Historical
169,Boisa,Papua New Guinea,New Guinea-NE of,-3.9939999999999998,144.963,240.0,Stratovolcano,Holocene
170,Bola,Papua New Guinea,New Britain-SW Pac,-5.15,150.03,1155.0,Stratovolcano,Holocene
171,Bolshe-Bannaya,Russia,Kamchatka,52.9,157.78,1200.0,Lava dome,Holocene
172,Bolshoi Payalpan,Russia,Kamchatka,55.88,157.78,1906.0,Shield volcano,Holocene
173,Bolshoi Semiachik,Russia,Kamchatka,54.32,160.02,1720.0,Stratovolcano,Radiocarbon
174,Bolshoi-Kekuknaysky,Russia,Kamchatka,56.47,157.8,1401.0,Shield volcano,Holocene
175,Bombalai,Malaysia,Borneo,4.4,117.88,531.0,Pyroclastic cone,Holocene
176,Bona-Churchill,United States,Alaska-E,61.38,-141.75,5005.0,Stratovolcano,Radiocarbon
177,Boomerang Seamount,Antarctica,Indian O.-S,-37.721,77.825,-650.0,Submarine volcano,Historical
178,Bora-Bericcio Complex,Ethiopia,Africa-NE,8.27,39.03,2285.0,Pumice cone,Holocene
179,Borale Ale,Ethiopia,Africa-NE,13.725,40.6,668.0,Stratovolcano,Holocene
180,Borawli,Ethiopia,Africa-NE,13.3,40.98,812.0,Stratovolcano,Holocene
181,Borawli Complex,Ethiopia,Africa-NE,11.63,41.45,875.0,Lava dome,Holocene
182,Boset-Bericha,Ethiopia,Africa-NE,8.558,39.475,2447.0,Stratovolcano,Holocene
183,Bouvet,Bouvet I.,Atlantic-S,-54.42,3.35,780.0,Shield volcano,Magnetism
184,Bratan,Indonesia,Lesser Sunda Is,-8.28,115.13,2276.0,Caldera,Holocene
185,Brava,Cape Verde,Cape Verde Is,14.85,-24.72,900.0,Stratovolcano,Holocene
186,"Bravo, Cerro",Colombia,Colombia,5.092,-75.3,4000.0,Stratovolcano,Radiocarbon
188,Brennisteinsfjoll,Iceland,Iceland-SW,63.92,-21.83,626.0,Crater rows,Historical
189,Bridge River Cones,Canada,Canada,50.8,-123.4,2500.0,Volcanic field,Holocene
190,Bridgeman Island,Antarctica,Antarctica,-62.05,-56.75,240.0,Stratovolcano,Uncertain
191,Brimstone Island,New Zealand,Kermadec Is,-30.23,-178.92,-2000.0,Submarine volcano,Uncertain
192,Bristol Island,Antarctica,Antarctica,-59.03,-26.58,1100.0,Stratovolcano,Historical
193,Brothers,New Zealand,New Zealand,-34.875,179.075,-1350.0,Submarine volcano,Fumarolic
194,Brushy Butte,United States,US-California,41.178000000000004,-121.443,1174.0,Shield volcano,Holocene
195,Buckle Island,Antarctica,Antarctica,-66.8,163.25,1239.0,Stratovolcano,Historical
196,Bud Dajo,Philippines,Sulu Is-Philippines,5.95,121.07,440.0,Pyroclastic cone,Historical
197,Bufumbira,Uganda,Africa-C,-1.23,29.72,2440.0,Cinder cone,Holocene
198,Buldir,United States,Aleutian Is,52.37,175.98,656.0,Stratovolcano,Holocene
199,Bulusan,Philippines,Luzon-Philippines,12.77,124.05,1565.0,Stratovolcano,Historical
200,Bunyaruguru Field,Uganda,Africa-C,-0.2,30.08,1554.0,Explosion crater,Holocene
201,"Burney, Monte",Chile,Chile-S,-52.33,-73.4,1758.0,Stratovolcano,Historical
202,Bus-Obo,Mongolia,Mongolia,47.12,109.08,1162.0,Cinder cone,Holocene
203,Butajiri-Silti Field,Ethiopia,Africa-NE,8.05,38.35,2281.0,Fissure vent,Holocene
204,Buzzard Creek,United States,Alaska-E,64.07,-148.42,830.0,Tuff rings,Radiocarbon
205,Cabalian,Philippines,Philippines-C,10.287,125.22,945.0,Stratovolcano,Holocene
206,Caburga,Chile,Chile-C,-39.2,-71.83,995.0,Cinder cone,Tephrochronology
207,Cagua,Philippines,Luzon-Philippines,18.222,122.12299999999999,1133.0,Stratovolcano,Holocene
208,Calabozos,Chile,Chile-C,-35.558,-70.49600000000001,3508.0,Caldera,Holocene
209,Calatrava Volc Field,Spain,Spain,38.867,-4.0169999999999995,1117.0,Pyroclastic cones,Radiocarbon
210,Calayo,Philippines,Mindanao-Philippines,7.877000000000001,125.068,646.0,Tuff cone,Historical
211,Calbuco,Chile,Chile-S,-41.326,-72.61399999999999,2003.0,Stratovolcano,Historical
212,Callaqui,Chile,Chile-C,-37.92,-71.45,3164.0,Stratovolcano,Historical
213,"Cameroon, Mt.",Cameroon,Africa-W,4.203,9.17,4095.0,Stratovolcano,Historical
214,Camiguin,Philippines,Mindanao-Philippines,9.203,124.67299999999999,1332.0,Stratovolcano,Historical
215,Camiguin de Babuyanes,Philippines,Luzon-N of,18.83,121.86,712.0,Stratovolcano,Historical
216,Campi Flegrei,Italy,Italy,40.827,14.139000000000001,458.0,Caldera,Historical
217,Campi Flegrei Mar Sicilia,Italy,Italy,37.1,12.7,-8.0,Submarine volcanoes,Historical
218,Candlemas Island,Antarctica,Antarctica,-57.08,-26.67,550.0,Stratovolcano,Historical
219,Carlisle,United States,Aleutian Is,52.9,-170.05,1620.0,Stratovolcano,Historical
220,Carran-Los Venados,Chile,Chile-C,-40.35,-72.07,1114.0,Pyroclastic cone,Historical
221,Carrizozo,United States,US-New Mexico,33.78,-105.93,1731.0,Cinder cone,Holocene
222,"Casiri, Nevados",Peru,Peru,-17.47,-69.82,5650.0,Stratovolcano,Holocene
223,Cayambe,Ecuador,Ecuador,0.028999999999999998,-77.986,5790.0,Compound volcano,Historical
225,Cayute-La Vigueria,Chile,Chile-S,-41.25,-72.27,506.0,Pyroclastic cone,Holocene
226,Cayutué-La Viguería,Chile,Chile-S,-41.25,-72.267,506.0,Pyroclastic cones,Tephrochronology
227,Ceboruco,Mexico,Mexico,21.125,-104.508,2280.0,Stratovolcano,Historical
228,"Cendres, Ile des",Vietnam,SE Asia,10.158,109.014,-20.0,Submarine volcanoes,Historical
229,Central Island,Kenya,Africa-E,3.5,36.042,550.0,Stratovolcano,Holocene
230,Cereme,Indonesia,Java,-6.892,108.4,3078.0,Stratovolcano,Historical
231,Ch'uga-ryong,North Korea,Korea,38.33,127.33,452.0,Shield volcano,Holocene
232,Chacana,Ecuador,Ecuador,-0.375,-78.25,4643.0,Caldera,Historical
233,"Chachani, Nevado",Peru,Peru,-16.191,-71.53,6057.0,Stratovolcano,Holocene?
235,Chagulak,United States,Aleutian Is,52.57,-171.13,1142.0,Stratovolcano,Holocene
236,Chaine des Puys,France,France,45.775,2.967,1464.0,Cinder cone,Radiocarbon
237,Chaiten,Chile,Chile-S,-42.833,-72.646,962.0,Caldera,Holocene
238,Changbaishan,North Korea,China-E,41.98,128.08,2744.0,Stratovolcano,Historical
239,"Chapulul, Cerro",Chile,Chile-C,-38.37,-71.08,2143.0,Cinder cone,Holocene
240,Cherny,Russia,Kamchatka,56.82,159.67,1778.0,Stratovolcano,Holocene
241,Cherpuk Group,Russia,Kamchatka,55.55,157.467,1868.0,Pyroclastic cones,Radiocarbon
242,Chichinautzin,Mexico,Mexico,19.08,-99.13,3930.0,Volcanic field,Radiocarbon
243,"Chichon, El",Mexico,Mexico,17.36,-93.228,1150.0,Tuff cone,Historical
244,Chiginagak,United States,Alaska Peninsula,57.13,-157.0,2075.0,Stratovolcano,Historical
245,Chikurachki,Russia,Kuril Is,50.325,155.458,1816.0,Stratovolcano,Historical
246,Chiliques,Chile,Chile-N,-23.58,-67.7,5778.0,Stratovolcano,Holocene
248,"Chillan, Nevados de",Chile,Chile-C,-36.863,-71.377,3212.0,Stratovolcano,Historical
249,Chimborazo,Ecuador,Ecuador,-1.464,-78.815,6310.0,Stratovolcano,Radiocarbon
250,Chinameca,El Salvador,El Salvador,13.475,-88.32,1228.0,Stratovolcano,Holocene
251,Chingo Volc Field,Guatemala,Guatemala,14.12,-89.73,1775.0,Stratovolcano,Holocene
252,Chiquimula Volc Field,Guatemala,Guatemala,14.83,-89.55,1192.0,Cinder cone,Holocene
253,Chiracha,Ethiopia,Africa-NE,6.65,38.12,1650.0,Stratovolcano,Holocene
254,Chirinkotan,Russia,Kuril Is,48.98,153.48,724.0,Stratovolcano,Historical
255,Chirip,Russia,Kuril Is,45.38,147.92,1589.0,Stratovolcano,Historical
256,Chirpoi,Russia,Kuril Is,46.525,150.875,742.0,Caldera,Historical
257,Chokai,Japan,Honshu-Japan,39.08,140.03,2237.0,Stratovolcano,Historical
258,Chyulu Hills,Kenya,Africa-E,-2.68,37.88,2188.0,Volcanic field,Anthropology
259,"Ciguatepe, Cerro El",Nicaragua,Nicaragua,12.53,-86.14200000000001,603.0,Stratovolcano,Holocene
260,Cinnamon Butte,United States,US-Oregon,43.24100000000001,-122.10799999999999,1956.0,Cinder cone,Holocene
261,"Cinotepec, Cerro",El Salvador,El Salvador,14.02,-89.25,665.0,Volcanic field,Holocene
262,Clark,New Zealand,New Zealand,-36.446,177.83900000000003,-860.0,Submarine volcano,Fumarolic
263,Clear Lake,United States,US-California,38.97,-122.77,1439.0,Volcanic field,Holocene
264,Cleft Segment,Pacific Ocean,Pacific-NE,44.83,-130.3,-2140.0,Submarine volcano,Historical
265,Cleveland,United States,Aleutian Is,52.82,-169.95,1730.0,Stratovolcano,Historical
266,Coatepeque Caldera,El Salvador,El Salvador,13.87,-89.55,746.0,Caldera,Holocene
267,"Cochons, Ile Aux",Indian Ocean,Indian O-S,-46.1,50.23,775.0,Stratovolcano,Holocene
268,Cofre de Perote,Mexico,Mexico,19.492,-97.15,4282.0,Shield volcano,Radiocarbon
269,Colachi,Chile,Chile-N,-23.23,-67.65,5631.0,Stratovolcano,Holocene
270,Coleman Seamount,Solomon Is.,Solomon Is-SW Pacifi,-8.83,157.17,0.0,Submarine volcano,Holocene
271,Colima,Mexico,Mexico,19.514,-103.62,3850.0,Stratovolcano,Historical
272,"Colluma, Cerro",Bolivia,Bolivia,-18.5,-68.07,3876.0,Maar,Holocene
273,Colo [Una Una],Indonesia,Sulawesi-Indonesia,-0.17,121.60799999999999,507.0,Stratovolcano,Historical
274,Comondu-La Purisima,Mexico,Mexico,26.0,-111.92,780.0,Volcanic field,Holocene
275,Concepcion,Nicaragua,Nicaragua,11.538,-85.62200000000001,1700.0,Stratovolcano,Historical
276,Conchagua,El Salvador,El Salvador,13.277000000000001,-87.853,1250.0,Stratovolcano,Uncertain
277,Conchaguita,El Salvador,El Salvador,13.22,-87.765,550.0,Stratovolcano,Historical
278,"Cook, Isla",Chile,Chile-S,-54.95,-70.27,150.0,Lava dome,Holocene
279,Copahue,Chile,Chile-C,-37.85,-71.17,2965.0,Stratovolcano,Historical
280,Copiapo,Chile,Chile-N,-27.3,-69.13,6052.0,Stratovolcano,Uncertain
281,Corbetti Caldera,Ethiopia,Africa-NE,7.18,38.43,2320.0,Caldera,Holocene
282,Corcovado,Chile,Chile-S,-43.18,-72.8,2300.0,Stratovolcano,Historical
283,Cordon Chalviri,Chile,Chile-N,-23.85,-67.62,5623.0,Stratovolcano,Holocene
284,Cordon de Puntas Negras,Chile,Chile-N,-23.75,-67.53,5852.0,Stratovolcano,Holocene
285,Cordon del Azufre,Argentina,Chile-N,-25.33,-68.52,5463.0,Complex volcano,Holocene
286,Coronado,Mexico,Mexico,29.08,-113.51299999999999,440.0,Stratovolcano,Fumarolic
287,Coropuna,Peru,Peru,-15.52,-72.65,6377.0,Stratovolcano,Holocene
288,Corvo,Portugal,Azores,39.67,-31.07,715.0,Stratovolcano,Holocene
289,Cosiguina,Nicaragua,Nicaragua,12.98,-87.57,872.0,Stratovolcano,Historical
290,Coso Volc Field,United States,US-California,36.03,-117.82,2400.0,Lava dome,Holocene
291,Cotopaxi,Ecuador,Ecuador,-0.677,-78.436,5911.0,Stratovolcano,Historical
292,Crater Basalt Volc Field,Argentina,Chile-S/Argentina,-42.016999999999996,-70.183,1359.0,Cinder cones,Holocene
293,Crater Lake,United States,US-Oregon,42.93,-122.12,2487.0,Caldera,Radiocarbon
294,Crater Mountain,Papua New Guinea,New Guinea,-6.58,145.08,3233.0,Stratovolcano,Holocene
